title,citation,year,pmid
[New evidence for detecting Helicobacter pylori in clinics].,Rinsho Byori 2001 Feb;49(2):126-9.,2001,11307303
The effect of culture results for Helicobacter pylori on the choice of treatment following failure of initial eradication.,Isr. Med. Assoc. J. 2001 Mar;3(3):163-5.,2001,11303370
Importance of precise timing in the simplified 10-min 14C-urea breath test procedure.,J. Gastroenterol. 2001 Mar;36(3):187-9.,2001,11291882
Nitrofurantoin quadruple therapy for Helicobacter pylori infection: effect of metronidazole resistance.,Aliment. Pharmacol. Ther. 2001 Apr;15(4):513-8.,2001,11284780
Evaluation of the Helicobacter pylori stool antigen test (HpSA) for detection of Helicobacter pylori infection in children.,Am. J. Gastroenterol. 2001 Mar;96(3):677-83.,2001,11280533
Evaluation of invasive and non-invasive methods for the diagnosis of Helicobacter pylori infection in symptomatic children and adolescents.,Sao Paulo Med J 2001 Mar;119(2):67-71.,2001,11276169
On-site diagnosis of H. pylori infection by urine.,Diagn. Microbiol. Infect. Dis. 2001 Feb;39(2):95-7.,2001,11248521
The effect of the eradication of Helicobacter pylori infection on hemorrhage because of duodenal ulcer.,J. Clin. Gastroenterol. 2001 Mar;32(3):222-4.,2001,11246348
Helicobacter pylori prevalence in patients with diabetes and its relationship to dyspeptic symptoms.,J. Clin. Gastroenterol. 2001 Mar;32(3):215-7.,2001,11246346
Do some patients with Helicobacter pylori infection benefit from an extension to 2 weeks of a proton pump inhibitor-based triple eradication therapy?,Am. J. Gastroenterol. 2001 Feb;96(2):359-66.,2001,11232676
Diagnosis of Helicobacter pylori infection: noninvasive methods compared to invasive methods and evaluation of two new tests.,Am. J. Gastroenterol. 2001 Feb;96(2):353-8.,2001,11232675
Negative effect of ranitidine on the results of urea breath test for the diagnosis of Helicobacter pylori.,Am. J. Gastroenterol. 2001 Feb;96(2):348-52.,2001,11232674
One-week ranitidine bismuth citrate-based triple therapy for the eradication of Helicobacter pylori in Hong Kong with high prevalence of metronidazole resistance.,Aliment. Pharmacol. Ther. 2001 Mar;15(3):403-9.,2001,11207516
Post-treatment diagnostic accuracy of a new enzyme immunoassay to detect Helicobacter pylori in stools.,Aliment. Pharmacol. Ther. 2001 Mar;15(3):395-401.,2001,11207515
Evaluation of a novel continuous real time (13)C urea breath analyser for Helicobacter pylori.,Aliment. Pharmacol. Ther. 2001 Mar;15(3):389-94.,2001,11207514
Diagnostic accuracy of (13)C-urea breath test in the diagnosis of Helicobacter pylori infection in patients with partial gastric resection due to peptic ulcer disease: a prospective multicenter study.,Digestion 2001 ;63(1):8-13.,2001,11173894
Helicobacter pylori eradication can induce platelet recovery in idiopathic thrombocytopenic purpura.,Blood 2001 Feb;97(3):812-4.,2001,11157503
Guar gum does not impair the absorption and utilization of dietary nitrogen but affects early endogenous urea kinetics in humans.,Am. J. Clin. Nutr. 2001 Oct;74(4):487-93.,2001,11566647
"Validation of the string test for the recovery of Helicobacter pylori from gastric secretions and correlation of its results with urea breath test results, serology, and gastric pH levels.",J. Clin. Microbiol. 2001 Apr;39(4):1650-1.,2001,11283108
Is the stool test out of breath?,Dig Liver Dis 2000 May;32(4):291-3.,2000,11515625
Discrepancy between Helicobacter pylori stool antigen assay and urea breath test in the detection of Helicobacter pylori infection.,Dig Liver Dis 2000 May;32(4):285-90.,2000,11515624
Additive deleterious effect of smoking on gastroduodenal pathology and clinical course in Helicobacter pylori-positive dyspeptic patients.,Isr. Med. Assoc. J. 2000 Dec;2(12):892-5.,2000,11344768
Diagnosis of Helicobacter pylori infection: which is the best test? The urea breath test.,Dig Liver Dis 2000 Dec;32 Suppl 3:S196-8.,2000,11245294
Isotope ratio mass spectrometry (IRMS) versus laser-assisted ratio analyzer (LARA): a comparative study using two doses of.,Dig. Dis. Sci. 2000 Nov;45(11):2168-74.,2000,11215733
Accurate diagnosis of Helicobacter pylori. 14C-urea breath test.,Gastroenterol. Clin. North Am. 2000 Dec;29(4):895-902.,2000,11190074
Accurate diagnosis of Helicobacter pylori. 13C-urea breath test.,"Gastroenterol. Clin. North Am. 2000 Dec;29(4):885-93, x.",2000,11190073
13C-urea breath test for the diagnosis of Helicobacter pylori infection: are basal samples necessary?,Eur J Gastroenterol Hepatol 2000 Nov;12(11):1201-5.,2000,11111776
Intrafamilial spread of Helicobacter pylori: a prospective study using urea breath test.,J. Pediatr. Surg. 2000 Nov;35(11):1672-5.,2000,11083450
Helicobacter pylori in vivo diagnosis after food intake: results of simultaneous [15N]urea urine and [13C]acetate breath tests.,Isotopes Environ Health Stud 2000 ;36(2):99-110.,2000,11077925
"Lactose-[13C]ureide breath test: a new, noninvasive technique to determine orocecal transit time in children.",J. Pediatr. Gastroenterol. Nutr. 2000 Oct;31(4):433-8.,2000,11045843
[A study on the appropriate time point for the assessment of Helicobacter pylori eradication--evaluation from the re-positive rate of H. pylori after successful eradication and delayed decrease of 13C-urea breath test levels].,Nihon Shokakibyo Gakkai Zasshi 2000 Sep;97(9):1143-50.,2000,11021092
Two enzyme immunoassays and PCR for detection of Helicobacter pylori in stool specimens from pediatric patients before and after eradication therapy.,J. Clin. Microbiol. 2000 Oct;38(10):3710-4.,2000,11015388
Lower-dose (13)C-urea breath test to detect Helicobacter pylori infection-comparison between infrared spectrometer and mass spectrometry analysis.,Aliment. Pharmacol. Ther. 2000 Oct;14(10):1359-63.,2000,11012483
(13)C-urea breath test without a test meal is highly accurate for the detection of Helicobacter pylori infection in Chinese.,Aliment. Pharmacol. Ther. 2000 Oct;14(10):1353-8.,2000,11012482
"Third line treatment for Helicobacter pylori: a prospective, culture-guided study in peptic ulcer patients.",Aliment. Pharmacol. Ther. 2000 Oct;14(10):1335-8.,2000,11012479
Helicobacter pylori seroconversion in asymptomatic blood donors: a five-year follow-up.,Dig. Dis. Sci. 2000 Aug;45(8):1653-9.,2000,11007120
The impact of brushing teeth on carbon-14 urea breath test results.,J Nucl Med Technol 2000 Sep;28(3):162-4.,2000,11001497
Concordance between noninvasive tests in detecting Helicobacter pylori and potential use of serology for monitoring eradication in gastric ulcer.,J. Clin. Gastroenterol. 2000 Sep;31(2):137-41.,2000,10993429
Helicobacter pylori infection in asymptomatic children: comparison of diagnostic tests.,Helicobacter 2000 Sep;5(3):155-9.,2000,10971680
Selection of lower cutoff point of [13C]urea breath test is helpful to monitor H. pylori eradication after proton pump inhibitor-based triple therapy.,Dig. Dis. Sci. 2000 Jul;45(7):1330-6.,2000,10961711
Helicobacter pylori prevalence in Leipzig's 1998 school entries: methodology and first results.,Int J Hyg Environ Health 2000 Mar;203(1):11-6.,2000,10956584
Comparison of an enzyme immunoassay for the detection of Helicobacter pylori antigens in the faeces with the urea breath test.,Arch. Dis. Child. 2000 Sep;83(3):268-70.,2000,10952653
Helicobacter pylori and idiopathic chronic urticaria.,Int. J. Dermatol. 2000 Jun;39(6):446-52.,2000,10944090
Comparison of tests for assessment of Helicobacter pylori eradication: results of a multi-centre study using centralized facility testing.,Eur J Gastroenterol Hepatol 2000 Jun;12(6):629-33.,2000,10912480
Noninvasive tests as a substitute for histology in the diagnosis of Helicobacter pylori infection.,Gastrointest. Endosc. 2000 Jul;52(1):20-6.,2000,10882957
[Effect of Helicobacter pylori on gastric emptying in non-ulcer dyspepsia--study of Helicobacter pylori by employing C13 urea breath test].,Nihon Shokakibyo Gakkai Zasshi 2000 Jun;97(6):748.,2000,10879091
New immunoassay in stool provides an accurate noninvasive diagnostic method for Helicobacter pylori screening in children.,Pediatrics 2000 Jul;106(1 Pt 1):115-7.,2000,10878159
Diagnostic efficacy of (13)C-urea breath test for Helicobacter pylori infection in hemodialysis patients.,Am. J. Kidney Dis. 2000 Jul;36(1):124-9.,2000,10873881
13C urea breath test with nondispersive isotope-selective infrared spectrometry: reproducibility and importance of the fasting status.,Helicobacter 2000 Jun;5(2):104-8.,2000,10849060
Factors that affect results of the 13C urea breath test in Japanese patients.,Helicobacter 2000 Jun;5(2):98-103.,2000,10849059
Carbon urea breath test is not as accurate as endoscopy to detect Helicobacter pylori after gastrectomy.,Gastrointest. Endosc. 2000 Jun;51(6):670-5.,2000,10840298
Does the urea breath test tell us what we need to know?,CMAJ 2000 May;162(10):1401-2.,2000,10834039
Appropriate timing of the 14C-urea breath test to establish eradication of Helicobacter pylori infection.,Am. J. Gastroenterol. 2000 May;95(5):1171-4.,2000,10811323
A 15-minute [13C]-urea breath test for the diagnosis of Helicobacter pylori infection in patients with non-ulcer dyspepsia.,J. Gastroenterol. Hepatol. 2000 Mar;15(3):284-9.,2000,10764029
Diagnosis of Helicobacter pylori after triple therapy in uncomplicated duodenal ulcers--a cost-effectiveness analysis.,Aliment. Pharmacol. Ther. 2000 Apr;14(4):433-42.,2000,10759623
Rifabutin-based 'rescue therapy' for Helicobacter pylori infected patients after failure of standard regimens.,Aliment. Pharmacol. Ther. 2000 Mar;14(3):311-6.,2000,10735924
Effect of gastric acid suppression on 13C-urea breath test: comparison of ranitidine with omeprazole.,Aliment. Pharmacol. Ther. 2000 Mar;14(3):291-7.,2000,10735921
Endoscopic [13C]-urea breath test for quantification of Helicobacter pylori infection.,J. Gastroenterol. Hepatol. 2000 Feb;15(2):161-7.,2000,10735540
Determination of the optimal cut-off value for the [13C]-urea breath test based on a Helicobacter pylori-specific polymerase chain reaction assay.,J. Gastroenterol. Hepatol. 2000 Feb;15(2):155-60.,2000,10735539
Validation of the 13C-urea breath test for the diagnosis of Helicobacter pylori infection in children: a multicenter study.,Am. J. Gastroenterol. 2000 Mar;95(3):646-50.,2000,10710052
Successful eradication of Helicobacter pylori as determined by ((13))C-urea breath test does not alter fibrinogen and acute phase response markers.,Thromb. Res. 2000 Mar;97(6):411-20.,2000,10704650
The urea breath test for Helicobacter pylori infection: taking the wind out of the sails of endoscopy.,CMAJ 2000 Feb;162(3):371-2.,2000,10693597
Accuracy of 13C-urea breath test in clinical use for diagnosis of Helicobacter pylori infection.,Z Gastroenterol 2000 Jan;38(1):13-9.,2000,10689743
"A prospective evaluation of new rapid urease tests before and after eradication treatment of Helicobacter pylori, in comparison with histology, culture and 13C-urea breath test.",Gastrointest. Endosc. 2000 Feb;51(2):164-8.,2000,10650258
13C-urea breath test using infrared spectroscopy: practical recommendations.,Am. J. Gastroenterol. 2000 Jan;95(1):316.,2000,10638615
Comparison of new faecal antigen test with (13)C-urea breath test for detecting Helicobacter pylori infection and monitoring eradication treatment: prospective clinical evaluation.,BMJ 2000 Jan;320(7228):148.,2000,10634733
Five-day regimens containing ranitidine bismuth citrate plus high-dose clarithromycin and either amoxycillin or tinidazole for Helicobacter pylori infection.,Aliment. Pharmacol. Ther. 2000 Jan;14(1):73-7.,2000,10632648
Triple therapy for Helicobacter pylori eradication: a comparison of pantoprazole once versus twice daily.,Aliment. Pharmacol. Ther. 2000 Jan;14(1):59-67.,2000,10632646
Influence of age on 13C-urea breath test results in children.,J. Pediatr. Gastroenterol. Nutr. 2000 Jan;30(1):85-91.,2000,10630445
Does maternal smoking hinder mother-child transmission of Helicobacter pylori infection?,Epidemiology 2000 Jan;11(1):71-5.,2000,10615847
[Influence on diagnosis of Helicobacter pylori infection in 13C urea breath test of existence of dead space gas].,Sangyo Eiseigaku Zasshi 1999 Nov;41(6):183-9.,1999,10637943
Six-day or seven-day regimens with ranitidine bismuth citrate plus high-dose clarithromycin and tinidazole are both effective against Helicobacter pylori infection.,Dig. Dis. Sci. 1999 Dec;44(12):2386-9.,1999,10630486
Pantoprazole suppresses Helicobacter pylori without affecting cure.,Helicobacter 1999 Dec;4(4):266-71.,1999,10597397
Factors affecting the validity of the 13C-urea breath test for in vivo determination of Helicobacter pylori infection status in a mouse model.,Helicobacter 1999 Dec;4(4):260-5.,1999,10597396
13C-urea breath test and gastric mucosal colonization by Helicobacter pylori in children: quantitative relation and usefulness for diagnosis of infection.,Helicobacter 1999 Dec;4(4):233-7.,1999,10597392
Measuring total body water in peritoneal dialysis patients using an ethanol dilution technique.,Kidney Int. 1999 Dec;56(6):2297-303.,1999,10594809
Application of isotope-selective non-dispersive infrared spectrometry for the evaluation of the 13C-urea breath test: comparison with three concordant methods.,Braz. J. Med. Biol. Res. 1999 Dec;32(12):1493-7.,1999,10585630
Accuracy of serology and 13C-urea breath test for detection of Helicobacter pylori in children.,Pediatr. Infect. Dis. J. 1999 Nov;18(11):976-9.,1999,10571433
A survey of gastroenterologists' perceptions and practices related to Helicobacter pylori infection.,Am. J. Gastroenterol. 1999 Nov;94(11):3170-4.,1999,10566709
Lack of association of Helicobacter pylori infection with gastric hypersensitivity or delayed gastric emptying in functional dyspepsia.,Am. J. Gastroenterol. 1999 Nov;94(11):3165-9.,1999,10566708
Clostridium innocuum: a glucoseureide-splitting inhabitant of the human intestinal tract.,Biochim. Biophys. Acta 1999 Nov;1472(3):550-4.,1999,10564769
The effectiveness of screening and treating Helicobacter pylori in the management of dyspepsia.,Eur J Gastroenterol Hepatol 1999 Nov;11(11):1245-50.,1999,10563534
"Metabolism of lactose-[13C]ureide and lactose-[15N,15N]ureide in normal adults consuming a diet marginally adequate in protein.",Clin. Sci. 1999 Nov;97(5):547-55.,1999,10545305
The effect of dosing with omeprazole on the accuracy of the 13C-urea breath test in Helicobacter pylori-infected subjects.,Aliment. Pharmacol. Ther. 1999 Oct;13(10):1287-93.,1999,10540042
13C-urea versus 14C-urea breath test--which is the safer?,Nucl Med Commun 1999 Oct;20(10):978.,1999,10528299
"A comparison of two rapid whole-blood tests and laboratory serology, in the diagnosis of Helicobacter pylori infection.",Eur J Gastroenterol Hepatol 1999 Aug;11(8):863-5.,1999,10514118
Detection of Helicobacter pylori antibodies in a pediatric population: comparison of three commercially available serological tests and one in-house enzyme immunoassay.,J. Clin. Microbiol. 1999 Oct;37(10):3328-31.,1999,10488200
Effects of acid suppression and bismuth medications on the performance of diagnostic tests for Helicobacter pylori infection.,Am. J. Gastroenterol. 1999 Sep;94(9):2380-3.,1999,10483995
"Laser assisted ratio analyser 13C-urea breath testing, for the detection of H. pylori: A prospective diagnostic European multicentre study.",Aliment. Pharmacol. Ther. 1999 Sep;13(9):1171-7.,1999,10468698
Citric acid or orange juice for the 13C-urea breath test: the impact of pH and gastric emptying.,Aliment. Pharmacol. Ther. 1999 Aug;13(8):1057-62.,1999,10468681
Normalizing results of 13C-urea breath testing for CO2 production rates in children.,J. Pediatr. Gastroenterol. Nutr. 1999 Sep;29(3):297-301.,1999,10467995
Symptom status and the desire for Helicobacter pylori confirmatory testing after eradication therapy in patients with peptic ulcer disease.,Am. J. Med. 1999 Aug;107(2):133-6.,1999,10460043
The 13C urea breath test in the diagnosis of Helicobacter pylori infection.,Gut 1999 Jul;45 Suppl 1:I18-22.,1999,10457031
Interpreting the 13C-urea breath test among a large population of young children from a developing country.,Pediatr. Res. 1999 Aug;46(2):147-51.,1999,10447106
Validity of a modified 13C-urea breath test for pre- and posttreatment diagnosis of Helicobacter pylori infection in the routine clinical setting.,Am. J. Gastroenterol. 1999 Aug;94(8):2100-4.,1999,10445534
13C-urea versus 14C-urea breath test: is there still a need for 14C-urea?,Nucl Med Commun 1999 Jul;20(7):686.,1999,10423769
Effectiveness of Helicobacter pylori therapies in a clinical practice setting.,Arch. Intern. Med. 1999 Jul;159(14):1562-6.,1999,10421278
13C-urea versus 14C-urea breath test: is there still a need for 14C-urea?,Nucl Med Commun 1999 May;20(5):495-6.,1999,10404531
A multicentre evaluation of the laser assisted ratio analyser (LARA): a novel device for measurement of 13CO2 in the 13C-urea breath test for the detection of Helicobacter pylori infection.,Aliment. Pharmacol. Ther. 1999 Jun;13(6):747-52.,1999,10383503
Serology and urea breath test in the diagnosis of H. pylori infection.,Mol. Biotechnol. 1999 Feb;11(1):85-92.,1999,10367284
The Helicobacter pylori breath test: a surrogate marker for peptic ulcer disease in dyspeptic patients.,Gut 1999 Apr;44(4):582-3.,1999,10366298
An evaluative system for the response of antibacterial therapy: based on the morphological change of Helicobacter pylori and mucosal inflammation.,Pathol. Int. 1999 Apr;49(4):332-7.,1999,10365853
"The 13C-urea blood test accurately detects active Helicobacter pylori infection: a United States, multicenter trial.",Am. J. Gastroenterol. 1999 Jun;94(6):1522-4.,1999,10364018
Exaggerated systemic antibody response to mucosal Helicobacter pylori infection in IgA nephropathy.,Am. J. Kidney Dis. 1999 Jun;33(6):1049-57.,1999,10352192
Prevalence of Helicobacter pylori infection in medical professionals in Spain.,Eur J Gastroenterol Hepatol 1999 Mar;11(3):239-42.,1999,10333194
Comparison of isotope ratio mass spectrometry and nondispersive isotope-selective infrared spectroscopy for 13C-urea breath test.,Am. J. Gastroenterol. 1999 May;94(5):1203-8.,1999,10235194
Citric acid as the test meal for the 13C-urea breath test.,Am. J. Gastroenterol. 1999 May;94(5):1214-7.,1999,10235196
"Ten-day triple therapy with ranitidine bismuth citrate, amoxicillin, and clarithromycin in eradicating Helicobacter pylori.",Am. J. Gastroenterol. 1999 May;94(5):1197-9.,1999,10235192
[Effect of Helicobacter pylori on gastric emptying in non-ulcer dyspepsia--evaluation of Helicobacter pylori by 13C-urea breath test].,Nihon Shokakibyo Gakkai Zasshi 1999 Mar;96(3):273-9.,1999,10214075
[14C]-urea breath test to confirm eradication of Helicobacter pylori.,J. Gastroenterol. Hepatol. 1999 Apr;14(4):309-12.,1999,10207777
Comparison of [13C]urea blood test to [13C]urea breath test for the diagnosis of Helicobacter pylori.,Am. J. Gastroenterol. 1999 Apr;94(4):959-61.,1999,10201464
Diagnosis of Helicobacter pylori gastritis in children using the 13C urea breath test.,J. Clin. Gastroenterol. 1999 Apr;28(3):238-40.,1999,10192610
Is routine histological evaluation an accurate test for Helicobacter pylori infection?,Aliment. Pharmacol. Ther. 1999 Mar;13(3):327-31.,1999,10102966
"Eradication of Helicobacter pylori infection after ranitidine bismuth citrate, metronidazole and tetracycline for 7 or 10 days.",Aliment. Pharmacol. Ther. 1999 Mar;13(3):323-6.,1999,10102965
Basal and stimulated gastrin and pepsinogen levels after eradication of Helicobacter pylori: a 1-year follow-up study.,Eur J Gastroenterol Hepatol 1999 Feb;11(2):189-200.,1999,10102232
[Helicobacter pylori screening in a general practice].,Dtsch. Med. Wochenschr. 1999 Feb;124(7):171-5.,1999,10093575
Clinical validation of the Helikit: a 13C urea breath test used for the diagnosis of Helicobacter pylori infection.,Clin. Biochem. 1999 Feb;32(1):59-63.,1999,10074893
Prevalence of Helicobacter pylori infection detected by serology and 13C-urea breath test in HIV-1 perinatally infected children.,J. Pediatr. Gastroenterol. Nutr. 1999 Mar;28(3):301-6.,1999,10067732
"Helicobacter pylori and nonulcer dyspepsia in childhood: clinical pattern, diagnostic techniques, and bacterial strains.",J. Pediatr. Gastroenterol. Nutr. 1999 Mar;28(3):296-300.,1999,10067731
Comparison of invasive and noninvasive tests for detecting Helicobacter pylori infection in bleeding peptic ulcers.,Gastrointest. Endosc. 1999 Mar;49(3 Pt 1):302-6.,1999,10049412
Unsedated transnasal EGD: an alternative approach to conventional esophagogastroduodenoscopy for documenting Helicobacter pylori eradication.,Gastrointest. Endosc. 1999 Mar;49(3 Pt 1):297-301.,1999,10049411
The impact of delaying gastric emptying by either meal substrate or drug on the [13C]-urea breath test.,Am. J. Gastroenterol. 1999 Feb;94(2):369-73.,1999,10022631
Helicobacter pylori colonization in early life.,Pediatr. Res. 1999 Feb;45(2):218-23.,1999,10022593
Five micro-curie urea breath test for the diagnosis of Helicobacter pylori infection: evaluation in a South-East Asian population.,Aust N Z J Surg 1999 Jan;69(1):37-40.,1999,9932919
Optimal duration of therapy combining ranitidine bismuth citrate with clarithromycin and metronidazole in the eradication of Helicobacter pylori infection.,Aliment. Pharmacol. Ther. 1999 Jan;13(1):43-7.,1999,9892878
Novel therapies for Helicobacter pylori infection.,Aliment. Pharmacol. Ther. 1999 Jan;13(1):35-42.,1999,9892877
Accuracy of the [13C]-urea breath test in diagnosing Helicobacter pylori gastritis in pediatric patients.,J. Pediatr. Gastroenterol. Nutr. 1999 Jan;28(1):59-62.,1999,9890470
"Evaluation of serology, 13C-urea breath test, and polymerase chain reaction of stool samples to detect Helicobacter pylori in Bangladeshi children.",J. Pediatr. Gastroenterol. Nutr. 1999 Jan;28(1):31-6.,1999,9890465
Analysis of the 13C-urea breath test for detection of Helicobacter pylori infection based on the kinetics of delta-13CO2 using laser spectroscopy.,J. Gastroenterol. Hepatol. 1998 Jul;13(7):732-7.,1998,9715426
13C urea breath test.,Gut 1998 Nov;43 Suppl 3:S7-12.,1998,10083867
[The breath test with labeled urea for the diagnosis of Helicobacter pylori infection].,Rev Esp Med Nucl 1998 ;17(6):455-67.,1998,10075508
[The 13C-urea breath test in Helicobacter pylori gastric infection in children].,Arch Pediatr 1998 Dec;5(12):1359-65.,1998,9885745
Gastric urease activity is inversely associated with the success of treatment for Helicobacter pylori: effect of sofalcone.,J. Clin. Gastroenterol. 1998 ;27 Suppl 1:S183-6.,1998,9872519
[13C]-urea breath test for assessment of cure of Helicobacter pylori infection at 1 month after treatment.,J. Clin. Gastroenterol. 1998 ;27 Suppl 1:S150-3.,1998,9872513
13C-urea versus 14C-urea breath test: is there still a need for 14C-urea?,Nucl Med Commun 1998 Nov;19(11):1021-2.,1998,9861618
Can the C-14 urea breath test replace follow-up endoscopic biopsies in patients treated for Helicobacter pylori infection?,Clin Nucl Med 1998 Dec;23(12):815-9.,1998,9858292
Validation of [13C]urea breath test for Helicobacter pylori using a simple gas chromatograph-mass selective detector.,Eur J Gastroenterol Hepatol 1998 Jul;10(7):569-72.,1998,9855080
Highly sensitive urine-based enzyme-linked immunosorbent assay for detection of antibody to Helicobacter pylori.,Helicobacter 1998 Dec;3(4):289-95.,1998,9844071
Usefulness of the [13C]-urea breath test for detection of Helicobacter pylori infection in fasting patients.,J. Gastroenterol. Hepatol. 1998 Oct;13(10):1039-43.,1998,9835321
Current or recent proton pump inhibitor therapy markedly impairs the accuracy of the [14C]urea breath test.,Eur J Gastroenterol Hepatol 1998 Sep;10(9):759-64.,1998,9831270
Procedure guideline for carbon-14-urea breath test. Society of Nuclear Medicine.,J. Nucl. Med. 1998 Nov;39(11):2012-4.,1998,9829599
Patterns of symptoms in functional dyspepsia: role of Helicobacter pylori infection and delayed gastric emptying.,Am. J. Gastroenterol. 1998 Nov;93(11):2082-8.,1998,9820377
Stable isotope breath tests.,Nutrition 1998 Oct;14(10):826-9.,1998,9785372
Comparison of two rapid whole-blood tests for Helicobacter pylori infection in Chinese patients.,J. Clin. Microbiol. 1998 Nov;36(11):3441-2.,1998,9774619
Urea breath tests in the management of Helicobacter pylori infection.,Gut 1998 Jul;43 Suppl 1:S47-50.,1998,9764040
"[Comparison of quantifying Helicobacter pylori gastric infection by culture, histology and C13 urea breath test].",Gastroenterol. Clin. Biol. 1998 Apr;22(4):407-12.,1998,9762270
Effect of proton-pump inhibitor therapy on diagnostic testing for Helicobacter pylori.,Ann. Intern. Med. 1998 Oct;129(7):547-50.,1998,9758575
Accuracy and clinical utility of the mini-dose 14C-urea breath test in the evaluation of Helicobacter pylori infection.,Nucl Med Commun 1998 Aug;19(8):771-5.,1998,9751931
Urea: diverse functions of a 'waste' product.,Clin. Exp. Pharmacol. Physiol. 1998 Sep;25(9):722-7.,1998,9750963
Detection of Helicobacter pylori infection in children with a standardized and simplified 13C-urea breath test.,J. Pediatr. Gastroenterol. Nutr. 1998 Sep;27(3):275-80.,1998,9740196
Risk of gastrointestinal bleeding associated with Helicobacter pylori infection in patients with hemophilia or von Willebrand's syndrome.,Helicobacter 1998 Sep;3(3):184-7.,1998,9731989
Helicobacter pylori infection may undergo spontaneous eradication in children: a 2-year follow-up study.,J. Pediatr. Gastroenterol. Nutr. 1998 Aug;27(2):181-3.,1998,9702650
Treatment of Helicobacter pylori infection in infants in rural Bangladesh with oral immunoglobulins from hyperimmune bovine colostrum.,Aliment. Pharmacol. Ther. 1998 Jun;12(6):563-8.,1998,9678817
C-14-urea breath test: a new product and a word of caution.,J. Nucl. Med. 1998 Jul;39(7):1306.,1998,9669416
"Simultaneous continuous 13C, 12C analysis of expired gas in the 13C breath test.",Respirology 1998 Mar;3(1):21-4.,1998,9657655
A simplified urea breath test for the diagnosis of Helicobacter pylori infection using the LARA System. Laser Assisted Ratio Analyzer.,J. Clin. Gastroenterol. 1998 Jun;26(4):264-6.,1998,9649007
Positive result by serology indicates active Helicobacter pylori infection in patients with atrophic gastritis.,J. Clin. Microbiol. 1998 Jun;36(6):1808-10.,1998,9620430
Clinical practice--breath tests.,Br. Med. Bull. 1998 ;54(1):187-93.,1998,9604442
Bismuth-containing single-antibiotic 1-week triple therapy for Helicobacter pylori eradication.,Aliment. Pharmacol. Ther. 1998 Mar;12(3):277-9.,1998,9570263
"Helicobacter pylori infection, gastric acid secretion, and infant growth.",J. Pediatr. Gastroenterol. Nutr. 1998 Apr;26(4):393-7.,1998,9552134
The serum 13C-bicarbonate assay: a replacement for urea breath tests?,Helicobacter 1998 Mar;3(1):64-5.,1998,9546121
The 13carbon urea breath test for the noninvasive detection of Helicobacter pylori in children: comparison with culture and determination of minimum analysis requirements.,J. Pediatr. Gastroenterol. Nutr. 1998 Mar;26(3):291-6.,1998,9523864
Comparison of rapid office-based serology with formal laboratory-based ELISA testing for diagnosis of Helicobacter pylori gastritis.,Dig. Dis. Sci. 1998 Jan;43(1):103-8.,1998,9508510
History of antibiotic treatment and prevalence of H. pylori infection among children: results of a population-based study.,J Clin Epidemiol 1998 Mar;51(3):267-71.,1998,9495692
[Correlation between 13C-urea breath test and gastric histological findings in Helicobacter pylori positive patients].,Nihon Shokakibyo Gakkai Zasshi 1998 Jan;95(1):18-25.,1998,9483957
Development of FlexSure HP--an immunochromatographic method to detect antibodies against Helicobacter pylori.,Clin. Chem. 1998 Feb;44(2):293-8.,1998,9474027
Metabolism of glycosyl ureides by human intestinal brush border enzymes.,Biochim. Biophys. Acta 1997 Aug;1336(2):275-80.,1997,9305800
Improving management of duodenal ulcer disease.,Postgrad Med J 1997 Nov;73(865):717-9.,1997,9519185
Prevalence of Helicobacter pylori in respiratory physicians performing bronchoscopy: a comparison with gastroenterologists using the carbon 13 urea breath test.,Helicobacter 1997 Sep;2(3):152-4.,1997,9432345
Qualitative and semi-quantitative value of a modified 13C-urea breath test for identification of Helicobacter pylori infection.,Eur J Gastroenterol Hepatol 1997 Nov;9(11):1085-9.,1997,9431899
Carbon 13-labeled urea breath test for the diagnosis of Helicobacter pylori infection in children.,J. Pediatr. 1997 Dec;131(6):815-20.,1997,9427883
Value of serology as a noninvasive method for evaluating the efficacy of treatment of Helicobacter pylori infection.,Clin. Infect. Dis. 1997 Nov;25(5):1038-43.,1997,9402353
Nondispersive infrared spectrometry: a new method for the detection of Helicobacter pylori infection with the 13C-urea breath test.,Clin. Infect. Dis. 1997 Nov;25(5):1003-5.,1997,9402345
Density of gastric Helicobacter pylori colonization is not associated with occurrence of dyspeptic symptoms.,Dig. Dis. Sci. 1997 Oct;42(10):2120-3.,1997,9365146
MIN 14C UBT: a combination of gastric basal transit and 14C-urea breath test for the detection of Helicobacter pylori infection in human beings.,Nucl. Med. Biol. 1997 Aug;24(6):565-9.,1997,9316086
Review article: urea breath tests for detecting Helicobacter pylori.,Aliment. Pharmacol. Ther. 1997 Aug;11(4):641-9.,1997,9305471
Urea breath tests for the detection of Helicobacter pylori infection.,Helicobacter 1997 Jul;2 Suppl 1:S34-7.,1997,9432352
Effect of ranitidine on the urea breath test: a controlled trial.,J. Clin. Gastroenterol. 1997 Jul;25(1):323-7.,1997,9412912
13C-urea breath test for Helicobacter pylori: cut-off point determination by cluster analysis.,Clin. Sci. 1997 Jul;93(1):3-6.,1997,9279196
The breath test--a call for more regional use.,Eur J Gastroenterol Hepatol 1997 Jul;9(7):693-6.,1997,9262979
